row_index,career,split
22193,WordPress Developer,train
22194,Computer Hardware Engineer,train
22195,Network Engineer,train
22196,WordPress Developer,train
22197,Software Architect,train
22198,React Developer,train
22199,Machine Learning Engineer,test
22200,Big Data Engineer,test
22201,Application Security Engineer,test
22202,Low Code Developer,train
22203,Digital Marketing Tech,train
22204,React Developer,train
22205,Scala Developer,train
22206,AWS Solutions Architect,train
22207,Firmware Engineer,train
22208,R Developer,train
22209,Computer Vision Engineer,train
22210,Computer and Information Research Scientist,train
22211,Scrum Master,train
22212,Scrum Master,train
22213,Android Developer,train
22214,Computer and Information Research Scientist,test
22215,Flutter Developer,train
22216,Quantitative Analyst,train
22217,GraphQL Developer,test
22218,Rust Developer,train
22219,Cloud Security Engineer,train
22220,Big Data Engineer,test
22221,IT Auditor,train
22222,AWS Solutions Architect,train
22223,Systems Administrator,train
22224,iOS/Android Cross Platform Developer,train
22225,iOS/Android Cross Platform Developer,train
22226,Digital Marketing Tech,train
22227,WordPress Developer,train
22228,Helpdesk Technician,train
22229,Systems Administrator,test
22230,Game Developer,train
22231,Python Developer,train
22232,React Developer,train
22233,.NET Developer,train
22234,ERP Developer,train
22235,Quantitative Analyst,train
22236,GraphQL Developer,train
22237,Product Manager,test
22238,Cloud Security Engineer,train
22239,Research Scientist (AI),test
22240,Business Intelligence Developer,test
22241,AR/VR Developer,test
22242,Computer Vision Engineer,train
22243,R Developer,train
22244,Frontend Developer,train
22245,Product Manager,train
22246,Electrical Engineer,test
22247,Quantitative Analyst,train
22248,Product Designer,train
22249,Site Reliability Engineer (SRE),train
22250,Quantitative Analyst,train
22251,WordPress Developer,train
22252,Network Engineer,train
22253,Firmware Engineer,train
22254,Big Data Engineer,train
22255,Ruby Developer,train
22256,Digital Marketing Tech,train
22257,Automation Engineer,train
22258,Technical Project Manager,test
22259,Software Architect,train
22260,IT Manager,train
22261,.NET Developer,train
22262,Big Data Engineer,train
22263,Network Security Engineer,train
22264,Technical Writer,train
22265,Cybersecurity Analyst,test
22266,Salesforce Developer,train
22267,Ruby Developer,train
22268,MLOps Engineer,train
22269,Platform Engineer,train
22270,Computer and Information Research Scientist,train
22271,Automation Engineer,train
22272,Low Code Developer,train
22273,Penetration Tester,train
22274,Kubernetes Engineer,test
22275,React Native Developer,test
22276,IT Manager,train
22277,Cloud Data Engineer,train
22278,Android Developer,train
22279,Computer and Information Research Scientist,train
22280,VLSI Engineer,train
22281,IoT Engineer,train
22282,Data Analyst,train
22283,Application Security Engineer,test
22284,Site Reliability Engineer (SRE),train
22285,GraphQL Developer,test
22286,AR/VR Developer,train
22287,Cloud Data Engineer,train
22288,Swift Developer,test
22289,Data Engineer,train
22290,Cybersecurity Analyst,train
22291,Automation Engineer,train
22292,Automation Engineer,test
22293,React Native Developer,train
22294,Electrical Engineer,train
22295,Flutter Developer,train
22296,Penetration Tester,train
22297,AWS Solutions Architect,train
22298,IT Support Specialist,train
22299,Solutions Engineer,train
22300,Technical Project Manager,train
22301,MLOps Engineer,train
22302,Product Manager,train
22303,Data Governance Analyst,train
22304,Computer Hardware Engineer,test
22305,R Developer,train
22306,Operations Research Analyst,train
22307,Data Scientist,train
22308,UI/UX Designer,train
22309,Systems Administrator,train
22310,Product Manager,train
22311,Site Reliability Engineer (SRE),train
22312,IT Auditor,train
22313,AI Safety Engineer,train
22314,Computer and Information Research Scientist,test
22315,Big Data Engineer,test
22316,WordPress Developer,train
22317,Graphic Designer,train
22318,Security Engineer,test
22319,Database Administrator,train
22320,Embedded Systems Engineer,train
22321,Cybersecurity Analyst,train
22322,R Developer,test
22323,Enterprise Architect,train
22324,Data Scientist,train
22325,Electrical Engineer,train
22326,Fintech Developer,train
22327,Frontend Developer,test
22328,Data Governance Analyst,test
22329,Site Reliability Engineer (SRE),test
22330,Java Developer,train
22331,Computer Vision Engineer,train
22332,Embedded Systems Engineer,train
22333,Data Engineer,train
22334,Kubernetes Engineer,train
22335,Robotics Engineer,train
22336,Network Engineer,train
22337,AI Safety Engineer,train
22338,Python Developer,train
22339,Ruby Developer,train
22340,Product Manager,train
22341,Computer and Information Research Scientist,train
22342,DevSecOps Engineer,train
22343,Frontend Developer,train
22344,Game Developer,train
22345,Full Stack Machine Learning Engineer,train
22346,MLOps Engineer,test
22347,Python Developer,train
22348,QA Engineer,train
22349,Ruby Developer,train
22350,Blockchain Developer,train
22351,Android Developer,train
22352,Enterprise Architect,test
22353,Penetration Tester,train
22354,AWS Solutions Architect,train
22355,Machine Learning Engineer,test
22356,VLSI Engineer,train
22357,Quantitative Analyst,test
22358,Electronics Engineer,train
22359,Software Architect,train
22360,Automation Engineer,train
22361,Fintech Developer,train
22362,VLSI Engineer,train
22363,Security Engineer,train
22364,Robotics Engineer,train
22365,CTO,train
22366,Swift Developer,train
22367,DevSecOps Engineer,train
22368,Scala Developer,train
22369,Cloud Engineer,train
22370,VLSI Engineer,train
22371,GraphQL Developer,train
22372,Scala Developer,train
22373,Embedded Systems Engineer,train
22374,Application Security Engineer,train
22375,Graphic Designer,train
22376,Go Developer,train
22377,Enterprise Architect,test
22378,Go Developer,train
22379,Signal Processing Engineer,test
22380,Robotics Engineer,train
22381,Electrical Engineer,train
22382,Penetration Tester,train
22383,Computer and Information Research Scientist,train
22384,iOS Developer,train
22385,AR/VR Developer,train
22386,Robotics Engineer,train
22387,Data Scientist,train
22388,Data Governance Analyst,train
22389,Fullstack Developer,test
22390,Go Developer,train
22391,Computer Hardware Engineer,train
22392,DevOps Engineer,train
22393,Electrical Engineer,train
22394,GraphQL Developer,train
22395,Operations Research Analyst,test
22396,Java Developer,train
22397,Data Analyst,test
22398,Business Intelligence Developer,train
22399,Security Engineer,train
22400,AI Safety Engineer,train
22401,MLOps Engineer,train
22402,QA Engineer,train
22403,Android Developer,test
22404,Electrical Engineer,test
22405,.NET Developer,train
22406,Computer Vision Engineer,train
22407,Backend Developer,train
22408,Prompt Engineer,test
22409,VLSI Engineer,train
22410,AI Safety Engineer,train
22411,Penetration Tester,train
22412,VLSI Engineer,test
22413,Solutions Engineer,test
22414,Data Analyst,train
22415,Network Security Engineer,train
22416,Quantitative Analyst,train
22417,AWS Solutions Architect,train
22418,Technical Project Manager,train
22419,GraphQL Developer,train
22420,Product Manager,train
22421,Cloud Data Engineer,train
22422,Electrical Engineer,train
22423,Systems Administrator,train
22424,Quantitative Analyst,train
22425,Application Security Engineer,train
22426,Site Reliability Engineer,train
22427,IoT Developer,test
22428,Data Scientist,train
22429,Operations Research Analyst,train
22430,Computer Hardware Engineer,train
22431,Embedded Systems Engineer,test
22432,iOS/Android Cross Platform Developer,train
22433,Fullstack Developer,train
22434,Cloud Engineer,train
22435,AI Safety Engineer,train
22436,IT Auditor,test
22437,Software Architect,train
22438,Kubernetes Engineer,test
22439,Technical Writer,test
22440,Systems Administrator,test
22441,Digital Marketing Tech,test
22442,Computer Hardware Engineer,test
22443,React Native Developer,train
22444,Embedded Systems Engineer,test
22445,Computer and Information Research Scientist,train
22446,Fintech Developer,train
22447,CTO,test
22448,Rust Developer,train
22449,ERP Developer,train
22450,AWS Solutions Architect,train
22451,Research Scientist (AI),train
22452,Game Developer,test
22453,Penetration Tester,train
22454,Game Developer,train
22455,Fintech Developer,train
22456,Data Governance Analyst,train
22457,Helpdesk Technician,train
22458,Computer Hardware Engineer,train
22459,Operations Research Analyst,train
22460,Big Data Engineer,train
22461,Helpdesk Technician,train
22462,ERP Developer,train
22463,Data Engineer,train
22464,Rust Developer,test
22465,Kubernetes Engineer,test
22466,Database Administrator,train
22467,WordPress Developer,train
22468,Prompt Engineer,train
22469,DevSecOps Engineer,train
22470,Python Developer,train
22471,Helpdesk Technician,train
22472,Data Analyst,train
22473,WordPress Developer,test
22474,COBOL Developer,train
22475,Scrum Master,train
22476,Software Architect,train
22477,Quantitative Analyst,train
22478,Machine Learning Engineer,train
22479,iOS/Android Cross Platform Developer,train
22480,Systems Administrator,train
22481,Java Developer,train
22482,Java Developer,train
22483,Penetration Tester,train
22484,Fintech Developer,train
22485,CTO,train
22486,COBOL Developer,train
22487,AI Engineer,test
22488,Java Developer,train
22489,Cloud Engineer,train
22490,Security Engineer,train
22491,iOS/Android Cross Platform Developer,train
22492,Data Engineer,test
22493,Kubernetes Engineer,train
22494,Cloud Data Engineer,train
22495,Business Analyst,train
22496,UI/UX Designer,train
22497,Product Designer,train
22498,Site Reliability Engineer (SRE),test
22499,Data Governance Analyst,train
22500,Solutions Engineer,train
22501,Ruby Developer,train
22502,Database Administrator,train
22503,WordPress Developer,test
22504,Computer and Information Research Scientist,train
22505,Site Reliability Engineer,test
22506,Cloud Security Engineer,train
22507,ERP Developer,train
22508,Quantitative Analyst,train
22509,Cybersecurity Analyst,train
22510,Full Stack Machine Learning Engineer,train
22511,AR/VR Developer,train
22512,Rust Developer,train
22513,Site Reliability Engineer,train
22514,iOS Developer,train
22515,Signal Processing Engineer,train
22516,Computer Vision Engineer,train
22517,iOS Developer,train
22518,Game Developer,train
22519,IT Manager,train
22520,Ruby Developer,train
22521,Electronics Engineer,train
22522,MLOps Engineer,train
22523,Computer and Information Research Scientist,test
22524,Swift Developer,test
22525,IT Auditor,train
22526,Frontend Developer,train
22527,COBOL Developer,train
22528,DevSecOps Engineer,train
22529,IoT Developer,train
22530,ERP Developer,train
22531,Swift Developer,train
22532,AI Safety Engineer,train
22533,Rust Developer,train
22534,Prompt Engineer,train
22535,VLSI Engineer,train
22536,Rust Developer,train
22537,Software Architect,train
22538,Kubernetes Engineer,test
22539,NLP Engineer,train
22540,Big Data Engineer,train
22541,Rust Developer,train
22542,VLSI Engineer,train
22543,Rust Developer,train
22544,Machine Learning Engineer,test
22545,CTO,train
22546,AWS Solutions Architect,train
22547,Go Developer,train
22548,COBOL Developer,train
22549,Scala Developer,train
22550,Salesforce Developer,train
22551,Security Engineer,train
22552,Helpdesk Technician,train
22553,Business Intelligence Developer,train
22554,Electronics Engineer,train
22555,Software Architect,train
22556,Platform Engineer,test
22557,Solutions Engineer,train
22558,R Developer,train
22559,Site Reliability Engineer,test
22560,GraphQL Developer,test
22561,Data Governance Analyst,train
22562,Backend Developer,train
22563,ERP Developer,train
22564,IoT Developer,train
22565,.NET Developer,train
22566,Swift Developer,test
22567,iOS/Android Cross Platform Developer,train
22568,Penetration Tester,train
22569,Technical Writer,train
22570,Data Analyst,train
22571,Cloud Security Engineer,train
22572,Swift Developer,train
22573,Systems Administrator,train
22574,Network Engineer,train
22575,IT Auditor,train
22576,Blockchain Developer,train
22577,Fullstack Developer,train
22578,SEO Specialist,test
22579,Platform Engineer,train
22580,IT Manager,train
22581,Research Scientist (AI),train
22582,AWS Solutions Architect,test
22583,Research Scientist (AI),test
22584,Digital Marketing Tech,train
22585,Backend Developer,train
22586,Python Developer,train
22587,Prompt Engineer,train
22588,.NET Developer,train
22589,React Native Developer,train
22590,React Developer,train
22591,Network Engineer,train
22592,Robotics Engineer,test
22593,Full Stack Machine Learning Engineer,train
22594,Frontend Developer,train
22595,Cloud Engineer,train
22596,Java Developer,test
22597,Robotics Engineer,test
22598,Computer Vision Engineer,train
22599,Robotics Engineer,train
22600,Software Architect,train
22601,Frontend Developer,train
22602,Network Security Engineer,train
22603,WordPress Developer,train
22604,.NET Developer,test
22605,Network Engineer,train
22606,Business Intelligence Developer,train
22607,Swift Developer,train
22608,Computer Vision Engineer,test
22609,Data Engineer,test
22610,IoT Engineer,train
22611,Scrum Master,train
22612,Business Analyst,train
22613,React Developer,test
22614,Backend Developer,test
22615,React Native Developer,train
22616,Technical Project Manager,train
22617,AI Safety Engineer,train
22618,Network Engineer,train
22619,Application Security Engineer,train
22620,PHP Developer,train
22621,Network Security Engineer,train
22622,iOS Developer,train
22623,QA Engineer,train
22624,Scala Developer,train
22625,Scala Developer,train
22626,VLSI Engineer,train
22627,Prompt Engineer,test
22628,Security Engineer,train
22629,Site Reliability Engineer,train
22630,Solutions Engineer,train
22631,Cloud Data Engineer,train
22632,React Developer,train
22633,Cloud Engineer,train
22634,Site Reliability Engineer,train
22635,Scala Developer,train
22636,IT Auditor,train
22637,COBOL Developer,train
22638,Research Scientist (AI),train
22639,Business Intelligence Developer,train
22640,Full Stack Machine Learning Engineer,train
22641,Fintech Developer,train
22642,Site Reliability Engineer,train
22643,Android Developer,train
22644,UI/UX Designer,train
22645,DevSecOps Engineer,train
22646,Operations Research Analyst,train
22647,Cloud Data Engineer,train
22648,Data Scientist,test
22649,Operations Research Analyst,train
22650,Quantitative Analyst,test
22651,MLOps Engineer,train
22652,Site Reliability Engineer,train
22653,MLOps Engineer,train
22654,Full Stack Machine Learning Engineer,train
22655,Cloud Engineer,train
22656,Network Security Engineer,train
22657,Technical Writer,test
22658,Machine Learning Engineer,train
22659,UI/UX Designer,train
22660,Scala Developer,train
22661,Technical Project Manager,train
22662,.NET Developer,train
22663,Cloud Data Engineer,test
22664,Research Scientist (AI),train
22665,Site Reliability Engineer (SRE),train
22666,Security Engineer,train
22667,Platform Engineer,test
22668,Helpdesk Technician,test
22669,Ruby Developer,train
22670,IT Manager,train
22671,Penetration Tester,train
22672,Systems Administrator,test
22673,Salesforce Developer,train
22674,ERP Developer,train
22675,Helpdesk Technician,train
22676,Digital Marketing Tech,train
22677,Site Reliability Engineer,train
22678,Computer and Information Research Scientist,train
22679,Product Manager,train
22680,Frontend Developer,train
22681,Flutter Developer,test
22682,Java Developer,test
22683,VLSI Engineer,test
22684,CTO,train
22685,Rust Developer,train
22686,Digital Marketing Tech,train
22687,NLP Engineer,train
22688,Cloud Engineer,train
22689,Automation Engineer,train
22690,iOS Developer,train
22691,Application Security Engineer,train
22692,Big Data Engineer,train
22693,Data Analyst,train
22694,Technical Project Manager,train
22695,Helpdesk Technician,train
22696,Product Designer,train
22697,Low Code Developer,train
22698,Operations Research Analyst,test
22699,Full Stack Machine Learning Engineer,train
22700,Embedded Systems Engineer,train
22701,Scala Developer,train
22702,Big Data Engineer,train
22703,Electrical Engineer,train
22704,NLP Engineer,train
22705,Game Developer,train
22706,AWS Solutions Architect,train
22707,iOS/Android Cross Platform Developer,train
22708,Security Engineer,train
22709,Computer and Information Research Scientist,test
22710,Fintech Developer,train
22711,Swift Developer,train
22712,Helpdesk Technician,train
22713,Data Engineer,train
22714,Data Engineer,test
22715,AI Safety Engineer,train
22716,Data Governance Analyst,train
22717,Site Reliability Engineer (SRE),train
22718,Robotics Engineer,train
22719,Embedded Systems Engineer,train
22720,IoT Developer,train
22721,Blockchain Developer,train
22722,Cybersecurity Analyst,train
22723,SOC Analyst,train
22724,Automation Engineer,train
22725,React Developer,train
22726,Salesforce Developer,train
22727,Digital Marketing Tech,train
22728,Embedded Systems Engineer,train
22729,Computer and Information Research Scientist,train
22730,Penetration Tester,train
22731,Game Developer,train
22732,Cloud Security Engineer,train
22733,Platform Engineer,train
22734,IoT Engineer,train
22735,Ruby Developer,train
22736,Machine Learning Engineer,train
22737,Technical Project Manager,test
22738,Product Manager,train
22739,Flutter Developer,train
22740,Python Developer,test
22741,Python Developer,train
22742,Network Engineer,train
22743,Computer and Information Research Scientist,train
22744,Systems Administrator,test
22745,Network Engineer,train
22746,Big Data Engineer,train
22747,Salesforce Developer,train
22748,Enterprise Architect,train
22749,Java Developer,train
22750,Site Reliability Engineer (SRE),train
22751,Computer Hardware Engineer,test
22752,Automation Engineer,train
22753,iOS/Android Cross Platform Developer,train
22754,Full Stack Machine Learning Engineer,train
22755,Java Developer,train
22756,Graphic Designer,test
22757,Computer Vision Engineer,train
22758,Backend Developer,train
22759,Data Engineer,test
22760,Prompt Engineer,train
22761,Software Architect,train
22762,SOC Analyst,train
22763,MLOps Engineer,train
22764,Embedded Systems Engineer,train
22765,Cloud Engineer,train
22766,Ruby Developer,train
22767,Network Engineer,train
22768,Blockchain Developer,train
22769,Computer and Information Research Scientist,train
22770,Full Stack Machine Learning Engineer,train
22771,Frontend Developer,train
22772,Cybersecurity Analyst,test
22773,Electronics Engineer,train
22774,Computer and Information Research Scientist,train
22775,Go Developer,train
22776,Ruby Developer,train
22777,Business Analyst,train
22778,Technical Project Manager,test
22779,Data Engineer,test
22780,Frontend Developer,train
22781,Cloud Engineer,test
22782,Solutions Engineer,train
22783,SOC Analyst,train
22784,Salesforce Developer,train
22785,Product Designer,train
22786,Swift Developer,test
22787,Application Security Engineer,train
22788,Scrum Master,train
22789,Game Developer,train
22790,Platform Engineer,train
22791,Product Manager,test
22792,Application Security Engineer,test
22793,Machine Learning Engineer,train
22794,Platform Engineer,test
22795,Helpdesk Technician,test
22796,Helpdesk Technician,train
22797,IoT Developer,train
22798,Game Developer,train
22799,Operations Research Analyst,test
22800,Firmware Engineer,train
22801,Full Stack Machine Learning Engineer,train
22802,Quantitative Analyst,train
22803,Scala Developer,train
22804,AI Engineer,train
22805,PHP Developer,test
22806,Salesforce Developer,train
22807,GraphQL Developer,test
22808,COBOL Developer,train
22809,DevOps Engineer,train
22810,SOC Analyst,train
22811,Computer Hardware Engineer,train
22812,Technical Writer,train
22813,Database Administrator,train
22814,AI Safety Engineer,train
22815,Cloud Security Engineer,train
22816,Python Developer,test
22817,Game Developer,train
22818,Data Engineer,train
22819,Java Developer,train
22820,Cybersecurity Analyst,test
22821,Product Designer,train
22822,Machine Learning Engineer,train
22823,Kubernetes Engineer,test
22824,Penetration Tester,train
22825,IT Auditor,train
22826,R Developer,train
22827,Enterprise Architect,train
22828,IoT Developer,train
22829,Technical Writer,train
22830,Solutions Engineer,test
22831,Database Administrator,test
22832,GraphQL Developer,test
22833,CTO,train
22834,DevSecOps Engineer,test
22835,Low Code Developer,train
22836,MLOps Engineer,train
22837,Backend Developer,train
22838,Backend Developer,train
22839,Android Developer,test
22840,PHP Developer,train
22841,Helpdesk Technician,train
22842,Full Stack Machine Learning Engineer,train
22843,Firmware Engineer,train
22844,AR/VR Developer,test
22845,GraphQL Developer,train
22846,Prompt Engineer,train
22847,Application Security Engineer,train
22848,Game Developer,train
22849,Java Developer,train
22850,Fullstack Developer,train
22851,Swift Developer,train
22852,Fintech Developer,train
22853,DevOps Engineer,train
22854,Firmware Engineer,test
22855,Data Analyst,test
22856,Robotics Engineer,train
22857,Helpdesk Technician,train
22858,AWS Solutions Architect,train
22859,Python Developer,train
22860,ERP Developer,train
22861,Enterprise Architect,train
22862,CTO,train
22863,IoT Developer,train
22864,Solutions Engineer,train
22865,Electrical Engineer,train
22866,iOS/Android Cross Platform Developer,train
22867,Database Administrator,train
22868,Computer Hardware Engineer,train
22869,Business Analyst,train
22870,.NET Developer,test
22871,Systems Administrator,train
22872,Big Data Engineer,train
22873,Digital Marketing Tech,train
22874,Security Engineer,train
22875,Fintech Developer,train
22876,Go Developer,train
22877,Quantitative Analyst,test
22878,Big Data Engineer,train
22879,Site Reliability Engineer,train
22880,Product Designer,train
22881,Fintech Developer,train
22882,Data Analyst,train
22883,QA Engineer,train
22884,Automation Engineer,train
22885,AR/VR Developer,train
22886,Ruby Developer,test
22887,Helpdesk Technician,train
22888,Site Reliability Engineer (SRE),train
22889,CTO,train
22890,Computer Vision Engineer,train
22891,IoT Developer,train
22892,Signal Processing Engineer,test
22893,Penetration Tester,train
22894,IT Manager,test
22895,iOS/Android Cross Platform Developer,train
22896,Product Manager,train
22897,Research Scientist (AI),train
22898,Machine Learning Engineer,train
22899,COBOL Developer,train
22900,Electronics Engineer,train
22901,COBOL Developer,test
22902,Embedded Systems Engineer,train
22903,Cybersecurity Analyst,train
22904,Database Administrator,train
22905,Site Reliability Engineer (SRE),test
22906,Systems Administrator,train
22907,Cloud Data Engineer,train
22908,AI Safety Engineer,train
22909,Go Developer,train
22910,Robotics Engineer,train
22911,NLP Engineer,train
22912,Salesforce Developer,train
22913,Data Scientist,test
22914,Fintech Developer,test
22915,Scala Developer,train
22916,Scrum Master,train
22917,.NET Developer,train
22918,Data Analyst,train
22919,IoT Developer,train
22920,Data Scientist,train
22921,SEO Specialist,train
22922,Frontend Developer,test
22923,Scrum Master,test
22924,iOS Developer,train
22925,Rust Developer,train
22926,Site Reliability Engineer (SRE),test
22927,Electrical Engineer,train
22928,Backend Developer,test
22929,Robotics Engineer,train
22930,Kubernetes Engineer,train
22931,Product Designer,train
22932,AI Safety Engineer,train
22933,Research Scientist (AI),train
22934,Product Designer,test
22935,Full Stack Machine Learning Engineer,train
22936,Technical Writer,train
22937,COBOL Developer,train
22938,GraphQL Developer,train
22939,AI Engineer,train
22940,Product Designer,test
22941,Network Security Engineer,test
22942,Solutions Engineer,test
22943,R Developer,test
22944,Blockchain Developer,train
22945,Security Engineer,train
22946,Product Designer,train
22947,Scrum Master,train
22948,Data Governance Analyst,test
22949,Salesforce Developer,train
22950,Big Data Engineer,train
22951,Computer Vision Engineer,train
22952,Fullstack Developer,train
22953,SOC Analyst,test
22954,iOS/Android Cross Platform Developer,train
22955,Kubernetes Engineer,train
22956,AR/VR Developer,test
22957,Electronics Engineer,train
22958,PHP Developer,train
22959,Data Governance Analyst,train
22960,Machine Learning Engineer,test
22961,Scrum Master,train
22962,Python Developer,train
22963,Kubernetes Engineer,train
22964,Platform Engineer,test
22965,Flutter Developer,test
22966,Product Designer,test
22967,Scrum Master,train
22968,Kubernetes Engineer,train
22969,IT Manager,train
22970,Helpdesk Technician,train
22971,Rust Developer,train
22972,VLSI Engineer,train
22973,Data Governance Analyst,train
22974,Python Developer,train
22975,Research Scientist (AI),train
22976,Technical Writer,test
22977,Technical Writer,train
22978,CTO,train
22979,Swift Developer,train
22980,Java Developer,train
22981,Network Security Engineer,test
22982,Frontend Developer,train
22983,ERP Developer,train
22984,DevSecOps Engineer,train
22985,Low Code Developer,train
22986,IT Auditor,train
22987,Ruby Developer,train
22988,Backend Developer,train
22989,Scala Developer,train
22990,Cybersecurity Analyst,train
22991,Technical Project Manager,train
22992,IT Auditor,train
22993,DevSecOps Engineer,train
22994,Site Reliability Engineer,train
22995,DevOps Engineer,train
22996,IT Support Specialist,test
22997,Application Security Engineer,train
22998,Product Manager,test
22999,WordPress Developer,train
23000,DevOps Engineer,train
23001,Go Developer,train
23002,Site Reliability Engineer (SRE),train
23003,IT Support Specialist,test
23004,Scrum Master,train
23005,Data Governance Analyst,train
23006,Computer Vision Engineer,train
23007,Site Reliability Engineer (SRE),train
23008,Helpdesk Technician,train
23009,Low Code Developer,train
23010,Blockchain Developer,train
23011,Full Stack Machine Learning Engineer,test
23012,Database Administrator,test
23013,Graphic Designer,train
23014,Business Analyst,train
23015,IT Auditor,test
23016,MLOps Engineer,test
23017,Prompt Engineer,train
23018,Computer Hardware Engineer,train
23019,DevOps Engineer,train
23020,Ruby Developer,train
23021,ERP Developer,test
23022,Scala Developer,train
23023,Site Reliability Engineer,train
23024,Java Developer,train
23025,PHP Developer,train
23026,Swift Developer,train
23027,UI/UX Designer,test
23028,Systems Administrator,train
23029,Scala Developer,test
23030,Cloud Security Engineer,test
23031,Firmware Engineer,train
23032,Rust Developer,train
23033,Data Engineer,test
23034,Firmware Engineer,train
23035,Cloud Engineer,test
23036,IT Auditor,test
23037,PHP Developer,train
23038,Full Stack Machine Learning Engineer,train
23039,Technical Writer,train
23040,Embedded Systems Engineer,train
23041,Graphic Designer,test
23042,Business Intelligence Developer,test
23043,Embedded Systems Engineer,train
23044,iOS Developer,train
23045,ERP Developer,train
23046,UI/UX Designer,test
23047,Electronics Engineer,train
23048,Systems Administrator,test
23049,Cloud Data Engineer,train
23050,AI Engineer,train
23051,Cloud Data Engineer,test
23052,IoT Developer,train
23053,Computer and Information Research Scientist,train
23054,Prompt Engineer,train
23055,Quantitative Analyst,train
23056,Electrical Engineer,train
23057,ERP Developer,train
23058,AI Engineer,train
23059,IT Support Specialist,train
23060,Digital Marketing Tech,test
23061,CTO,train
23062,Platform Engineer,train
23063,Python Developer,train
23064,AWS Solutions Architect,test
23065,Product Designer,train
23066,Embedded Systems Engineer,train
23067,Product Manager,test
23068,iOS Developer,train
23069,DevOps Engineer,train
23070,Data Engineer,train
23071,Data Analyst,train
23072,Systems Administrator,train
23073,iOS Developer,train
23074,PHP Developer,train
23075,Helpdesk Technician,train
23076,AI Engineer,test
23077,IT Manager,train
23078,Scala Developer,train
23079,Rust Developer,train
23080,Data Governance Analyst,test
23081,Site Reliability Engineer,train
23082,Research Scientist (AI),test
23083,NLP Engineer,train
23084,Data Analyst,train
23085,MLOps Engineer,train
23086,Network Security Engineer,train
23087,Data Governance Analyst,train
23088,Electronics Engineer,test
23089,Systems Administrator,train
23090,QA Engineer,train
23091,AI Engineer,train
23092,DevOps Engineer,train
23093,R Developer,train
23094,Prompt Engineer,train
23095,Go Developer,test
23096,IT Manager,train
23097,Prompt Engineer,train
23098,Python Developer,train
23099,Scala Developer,train
23100,AR/VR Developer,train
23101,Prompt Engineer,train
23102,IT Auditor,train
23103,IT Auditor,train
23104,Backend Developer,train
23105,Business Intelligence Developer,train
23106,SOC Analyst,train
23107,Robotics Engineer,train
23108,COBOL Developer,train
23109,Robotics Engineer,train
23110,Embedded Systems Engineer,train
23111,Automation Engineer,train
23112,IoT Developer,train
23113,Application Security Engineer,train
23114,Application Security Engineer,train
23115,Digital Marketing Tech,train
23116,AWS Solutions Architect,train
23117,Cloud Engineer,train
23118,Data Engineer,train
23119,PHP Developer,train
23120,Network Engineer,train
23121,Game Developer,train
23122,Rust Developer,train
23123,IoT Engineer,train
23124,CTO,train
23125,Fintech Developer,train
23126,Computer and Information Research Scientist,test
23127,Security Engineer,train
23128,DevOps Engineer,train
23129,IoT Engineer,train
23130,R Developer,train
23131,Security Engineer,train
23132,Operations Research Analyst,test
23133,Machine Learning Engineer,train
23134,Software Architect,train
23135,Electrical Engineer,test
23136,Cloud Engineer,train
23137,Cloud Data Engineer,train
23138,Security Engineer,test
23139,Robotics Engineer,test
23140,R Developer,train
23141,Technical Writer,train
23142,SOC Analyst,train
23143,Fintech Developer,train
23144,.NET Developer,train
23145,Business Intelligence Developer,train
23146,Business Intelligence Developer,train
23147,Computer Hardware Engineer,train
23148,Data Governance Analyst,test
23149,Electronics Engineer,train
23150,AI Safety Engineer,train
23151,IT Auditor,train
23152,Flutter Developer,train
23153,Cybersecurity Analyst,train
23154,AWS Solutions Architect,train
23155,IT Manager,train
23156,IoT Developer,train
23157,IoT Developer,test
23158,Data Engineer,train
23159,Technical Writer,train
23160,SOC Analyst,test
23161,WordPress Developer,train
23162,Robotics Engineer,train
23163,IoT Engineer,train
23164,iOS/Android Cross Platform Developer,test
23165,Flutter Developer,test
23166,COBOL Developer,train
23167,iOS/Android Cross Platform Developer,train
23168,Business Intelligence Developer,train
23169,AWS Solutions Architect,train
23170,IoT Developer,train
23171,AWS Solutions Architect,train
23172,Backend Developer,train
23173,Technical Project Manager,train
23174,Machine Learning Engineer,train
23175,IT Manager,train
23176,Backend Developer,train
23177,Business Analyst,test
23178,Fintech Developer,train
23179,Android Developer,test
23180,Full Stack Machine Learning Engineer,train
23181,Low Code Developer,train
23182,QA Engineer,train
23183,AWS Solutions Architect,train
23184,Frontend Developer,train
23185,Computer Vision Engineer,train
23186,Computer and Information Research Scientist,train
23187,Flutter Developer,train
23188,Software Architect,train
23189,Scala Developer,train
23190,Software Architect,train
23191,AR/VR Developer,test
23192,ERP Developer,test
23193,Swift Developer,test
23194,QA Engineer,test
23195,Computer and Information Research Scientist,train
23196,Salesforce Developer,train
23197,Data Engineer,train
23198,Product Designer,train
23199,Network Security Engineer,train
23200,Database Administrator,train
23201,Penetration Tester,train
23202,Operations Research Analyst,test
23203,Game Developer,test
23204,Helpdesk Technician,train
23205,Security Engineer,train
23206,Graphic Designer,train
23207,SOC Analyst,train
23208,SOC Analyst,train
23209,Data Analyst,test
23210,NLP Engineer,train
23211,COBOL Developer,train
23212,Kubernetes Engineer,train
23213,WordPress Developer,train
