Profile_ID,Career,Skills,Education,Experience,Job_Description
Embalmers_20,Embalmers,"Twin Tier Technologies MIMS, Custom Data Systems Sterling Management Software, FPA Software MACCS, HMIS Advantage, Microsoft Excel, Microsoft Word, Web browser software, Belmar & Associates Mortware, Corel WordPerfect Office Suite",8.51,7.1,Prepare bodies for interment in conformity with legal requirements.
Computer Network Support Specialists_16,Computer Network Support Specialists,"Automated installation software, Arping, Bash, Bentley Systems ProjectWise, Adobe Acrobat, Cisco Systems CiscoWorks LAN Management Solution, BMC Software Remedy IT Service Management Suite, Cisco Systems CiscoWorks, Border Gateway Protocol BGP, Apache Tomcat, Cisco Systems Cisco Traffic Analyzer, BlackBerry Enterprise Server",8.47,7.3,"Analyze, test, troubleshoot, and evaluate existing network systems, such as local area networks (LAN), wide area networks (WAN), cloud networks, servers, and other data communications networks. Perform network maintenance to ensure networks operate correctly with minimal interruption."
Marine Engineers and Naval Architects_13,Marine Engineers and Naval Architects,"ANSYS ASAS, Dassault Systemes SolidWorks, Creative System GHS, McNeel Rhinoceros 3D, Adobe Acrobat, AeroHydro MultiSurf, Microsoft Outlook, Microsoft Excel, Microsoft Office software, Autodesk Algor Simulation, IBM Lotus 1-2-3, Bentley STAAD",8.44,6.6,"Design, develop, and evaluate the operation of marine vessels, ship machinery, and related equipment, such as power supply and propulsion systems."
Photographers_12,Photographers,"Adobe Acrobat, Adobe After Effects, Adobe Creative Cloud software, Adobe Illustrator, Adobe InDesign, Adobe Photoshop, Adobe Photoshop Lightroom, Apple Final Cut Pro, Apple macOS, Blinkbid, Cradoc fotoBiz, Email software, Facebook, Genbook, Google Drive, HindSight InView, Intuit QuickBooks, Light Blue Software Light Blue, Microsoft Access, Microsoft Excel",8.26,9.4,"Photograph people, landscapes, merchandise, or other subjects. May use lighting equipment to enhance a subject's appearance. May use editing software to produce finished images and prints. Includes commercial and industrial photographers, scientific photographers, and photojournalists."
Cooling and Freezing Equipment Operators and Tenders_16,Cooling and Freezing Equipment Operators and Tenders,"Google Gmail, Microsoft PowerPoint, Microsoft Office software, Microsoft Word",8.34,9.7,"Operate or tend equipment such as cooling and freezing units, refrigerators, batch freezers, and freezing tunnels, to cool or freeze products, food, blood plasma, and chemicals."
"Political Science Teachers, Postsecondary_4","Political Science Teachers, Postsecondary","Desire2Learn LMS software, Moodle, iParadigms Turnitin, Course management system software, Empirisoft MediaLab, C, Microsoft Outlook, DOC Cop, Microsoft Office software, Blackboard Learn, Email software, Image scanning software, Collaborative editing software",8.39,10.4,"Teach courses in political science, international affairs, and international relations. Includes both teachers primarily engaged in teaching and those who do a combination of teaching and research."
Construction and Building Inspectors_3,Construction and Building Inspectors,"Microsoft Excel, ESRI ArcView, New construction inspection form software, Intuit QuickBooks, Microsoft Exchange, Microsoft PowerPoint, Microsoft Internet Explorer, Arc Second PocketCAD, Microsoft Outlook, Automated permit system software, Inspection Depot Home Guide System, Microsoft Office software, Autodesk AutoCAD, Municipal geographic management software, Email software, NorthWest Builders Network Plan Analyst, Microsoft Word, Database software, Microsoft Project",8.39,9.3,"Inspect structures using engineering skills to determine structural soundness and compliance with specifications, building codes, and other regulations. Inspections may be general in nature or may be limited to a specific area, such as electrical systems or plumbing."
"Environmental Science Teachers, Postsecondary_13","Environmental Science Teachers, Postsecondary","DOC Cop, Autodesk AutoCAD, Blackboard Learn, Microsoft Outlook, Image scanning software, iParadigms Turnitin, Collaborative editing software, Geographic information system GIS systems, Google Docs, Microsoft Office software, Email software, Adobe Acrobat, Microsoft PowerPoint, Microsoft Access, Course management system software, Google Drive",8.45,6.5,Teach courses in environmental science. Includes both teachers primarily engaged in teaching and those who do a combination of teaching and research.
Rail Car Repairers_13,Rail Car Repairers,"RailTech Software Solutions Rail 21 Management System, Mozilla Firefox, Microsoft Office software, Adobe Acrobat, Microsoft Outlook, Microsoft Word, Microsoft Excel, Disassembler software, RailTech Software Systems Mars for the 21st Century, WheelShop Automation.com Wheel Shop Management Suite",8.38,8.0,"Diagnose, adjust, repair, or overhaul railroad rolling stock, mine cars, or mass transit rail cars."
"Rail Yard Engineers, Dinkey Operators, and Hostlers_17","Rail Yard Engineers, Dinkey Operators, and Hostlers","Web browser software, Positive train control PTC systems, Railcar inspection management software, Railyard inventory software, RailComm DocYard, Softrail AEI Rail & Road Manager, Softrail AEI Automatic Yard Tracking System",8.7,7.9,"Drive switching or other locomotive or dinkey engines within railroad yard, industrial plant, quarry, construction project, or similar location."
"Camera Operators, Television, Video, and Film_16","Camera Operators, Television, Video, and Film","Apple Final Cut Studio, Email software, Adobe After Effects, DaVinci Resolve, Adobe Photoshop, Microsoft PowerPoint, Adobe Illustrator, Adobe Acrobat, Pix4D Pix4Dcapture, Litchi, Microsoft Excel, Adobe Premiere Pro, Google Drive, Microsoft Word, Apple Final Cut Pro, Adobe InDesign",8.6,9.7,"Operate television, video, or film camera to record images or scenes for television, video, or film productions."
"Directors, Religious Activities and Education_6","Directors, Religious Activities and Education","Event scheduling software, Microsoft Office software, Microsoft Outlook, Website development software, Database software, Twitter, Google Workspace software, Zoom, Social media software, Microsoft Word, Adobe Photoshop, Microsoft Access, Microsoft Publisher, Web browser software",8.6,9.6,"Coordinate or design programs and conduct outreach to promote the religious education or activities of a denominational group. May provide counseling, guidance, and leadership relative to marital, health, financial, and religious problems."
"Plumbers, Pipefitters, and Steamfitters_14","Plumbers, Pipefitters, and Steamfitters","Atlas Construction Business Forms, FastEST software, Elite Software Spipe, Estimating software, COADE CAESAR II, Elite Software Plumbing CAD, Elite Software Sprinkler CAD, Drawing and drafting software, Autodesk Building Systems, Database software, Elite Software FIRE, FastEST FastPipe",8.57,8.3,"Assemble, install, alter, and repair pipelines or pipe systems that carry water, steam, air, or other liquids or gases. May install heating and cooling equipment and mechanical control systems. Includes sprinkler fitters."
"Teaching Assistants, Preschool, Elementary, Middle, and Secondary School, Except Special Education_5","Teaching Assistants, Preschool, Elementary, Middle, and Secondary School, Except Special Education","Google Classroom, Microsoft Office software, Microsoft Excel, Padlet, High School Scheduling and Transcript HSST, ClassDojo, Microsoft Outlook, Microsoft PowerPoint, Loom, Email software, Microsoft Word, Kahoot!, ParentSquare, Google Meet, Hand held spell checkers, Flipgrid, Children's educational software",8.26,7.1,"Assist a preschool, elementary, middle, or secondary school teacher with instructional duties. Serve in a position for which a teacher has primary responsibility for the design and implementation of educational programs and services."
Statistical Assistants_16,Statistical Assistants,"Avidian Technologies Prophet, Database software, IBM SPSS Statistics, C#, Microsoft Active Server Pages ASP, C++, Microsoft Access, GGY AXIS, Benfield ReMetrica, Bentley MicroStation, Google Workspace software, Microsoft Excel, Corel WordPerfect Office Suite, Harvard Graphics",8.37,7.4,Compile and compute data according to statistical formulas for use in statistical studies. May perform actuarial computations and compile charts and graphs for use by actuaries. Includes actuarial clerks.
Tour Guides and Escorts_19,Tour Guides and Escorts,"SmugMug Flickr, Email software, Padlet, Microsoft Word, Microsoft Outlook, Microsoft Access, Pear Deck, Softrip Travel Software System, Microsoft Excel, Microsoft PowerPoint, Microsoft Office software, Microsoft Internet Explorer",8.16,8.6,"Escort individuals or groups on sightseeing tours or through places of interest, such as industrial establishments, public buildings, and art galleries."
Business Intelligence Analysts_8,Business Intelligence Analysts,"Apache Hive, Amazon Elastic Compute Cloud EC2, AJAX, Apache HTTP Server, Actuate Eclipse BIRT, Apache Hadoop, Apache Kafka, Airtable, Apache Groovy, Adobe Acrobat, Apache Pig, Apache Cassandra, Amazon Redshift, Advanced business application programming ABAP, Alteryx software",8.43,8.4,Produce financial and market intelligence by querying data repositories and generating periodic reports. Devise methods for identifying data patterns and trends in available information sources.
Food Batchmakers_10,Food Batchmakers,"Edible Software, Plex Systems Plex Manufacturing Cloud, Microsoft Office software",8.07,10.6,Set up and operate equipment that mixes or blends ingredients used in the manufacturing of food products. Includes candy makers and cheese makers.
Stationary Engineers and Boiler Operators_12,Stationary Engineers and Boiler Operators,"Microsoft Word, Web browser software, Microsoft PowerPoint, Microsoft Excel, Email software, Statistical software, Building management system software, SAP software, Database software, Microsoft Office software, Microsoft Active Server Pages ASP, Graphics software, Computerized maintenance management system CMMS, Microsoft Outlook",8.27,10.3,"Operate or maintain stationary engines, boilers, or other mechanical equipment to provide utilities for buildings or industrial processes. Operate equipment such as steam engines, generators, motors, turbines, and steam boilers."
"Cooks, Fast Food_11","Cooks, Fast Food","Microsoft Excel, Foodman Home-Delivery, RestaurantPlus PRO, Microsoft Word",8.08,7.7,Prepare and cook food in a fast food restaurant with a limited menu. Duties of these cooks are limited to preparation of a few basic items and normally involve operating large-volume single-purpose cooking equipment.
"Laborers and Freight, Stock, and Material Movers, Hand_17","Laborers and Freight, Stock, and Material Movers, Hand","Microsoft Excel, Warehouse management system WMS, Inventory tracking software, FaceTime, Microsoft Publisher, SAP software, Autodesk AutoCAD, Microsoft Word, Mozilla Firefox, IBM Notes, Oracle Database, Microsoft Outlook",8.51,10.0,"Manually move freight, stock, luggage, or other materials, or perform other general labor. Includes all manual laborers not elsewhere classified."
"Purchasing Agents, Except Wholesale, Retail, and Farm Products_16","Purchasing Agents, Except Wholesale, Retail, and Farm Products","Database software, IBM Cognos Impromptu, CPR International GeneralCOST Estimator, Database reporting software, Google Ads, Google Docs, Construction Management Software ProEst, CPR Visual Estimator, Cost accounting software, Adobe Acrobat, Choice Job Cost, Galorath SEER-SEM",8.24,8.7,"Purchase machinery, equipment, tools, parts, supplies, or services necessary for the operation of an establishment. Purchase raw or semifinished materials for manufacturing. May negotiate contracts."
"Makeup Artists, Theatrical and Performance_6","Makeup Artists, Theatrical and Performance","Adobe Photoshop, Appointment scheduling software, Autodesk Maya, Autodesk Mudbox, Blogging software, Bookitlive, Clear Books, Client databases, DatInf DigiMakeup, Email software, Facebook, Instagram, Intuit QuickBooks, Microsoft Excel, Microsoft Office software, Microsoft Outlook, Pixologic Zbrush, SavingFace, Twitter, Web browser software",8.23,8.5,"Apply makeup to performers to reflect period, setting, and situation of their role."
Helpers--Extraction Workers_6,Helpers--Extraction Workers,"Microsoft Office software, Microsoft Excel, Microsoft Word, Microsoft Outlook, Google Docs",8.47,10.4,"Help extraction craft workers, such as earth drillers, blasters and explosives workers, derrick operators, and mining machine operators, by performing duties requiring less skill. Duties include supplying equipment or cleaning work area."
Loan Interviewers and Clerks_14,Loan Interviewers and Clerks,"Software AG Underwriting Solution, Automated financial software, Microsoft Windows, Microsoft Office software, Credit reporting software, Loan tracking software, Automated underwriting software, Rockport Integrated Excel Underwriting, Microsoft Dynamics, Encompass software",8.36,10.9,"Interview loan applicants to elicit information; investigate applicants' backgrounds and verify references; prepare loan request papers; and forward findings, reports, and documents to appraisal department. Review loan papers to ensure completeness, and complete transactions between loan establishment, borrowers, and sellers upon approval of loan."
Gas Plant Operators_12,Gas Plant Operators,"Microsoft PowerPoint, Work scheduling software, SAP software, Microsoft Excel, Operating log software, Microsoft Outlook, Microsoft Word, Microsoft Office software",8.49,7.3,Distribute or process gas for utility companies and others by controlling compressors to maintain specified pressures on main pipelines.
"Architecture Teachers, Postsecondary_6","Architecture Teachers, Postsecondary","Autodesk Revit, Adobe Creative Cloud software, Course management system software, Autodesk 3D Studio Design, Autodesk Mudbox, Computer aided design and drafting CADD software, Desire2Learn LMS software, Autodesk Inventor, Email software, Autodesk Ecotect Analysis, Adobe Photoshop, Collaborative editing software, Autodesk 3ds Max, Adobe InDesign, Adobe Acrobat, Blender",8.16,7.1,"Teach courses in architecture and architectural design, such as architectural environmental design, interior architecture/design, and landscape architecture. Includes both teachers primarily engaged in teaching and those who do a combination of teaching and research."
Occupational Therapy Aides_18,Occupational Therapy Aides,"Microsoft Access, Scheduling software, Billing software, MEDITECH software, Microsoft PowerPoint, Microsoft Excel, Microsoft Word",8.33,8.4,"Under close supervision of an occupational therapist or occupational therapy assistant, perform only delegated, selected, or routine tasks in specific situations. These duties include preparing patient and treatment room."
Correspondence Clerks_5,Correspondence Clerks,"Microsoft PowerPoint, Imaging software, Healthcare common procedure coding system HCPCS, Microsoft Windows, Electronic data interchange EDI software, Epic Systems, Microsoft Access, Microsoft Outlook, Electronic health record EHR software, SAP software, GE Healthcare Centricity EMR, Microsoft SharePoint, Microsoft Word",8.25,8.3,"Compose letters or electronic correspondence in reply to requests for merchandise, damage claims, credit and other information, delinquent accounts, incorrect billings, or unsatisfactory services. Duties may include gathering data to formulate reply and preparing correspondence."
Historians_20,Historians,"ArchiveGrid, Archival databases, Corel WordPerfect Office Suite, Email software, Geographic information system GIS software, ESRI ArcGIS software, Archives Wiki, Adobe Dreamweaver, Adobe InDesign, Extensible markup language XML, Google Books NGram Viewer, Gutenberg-e, IBM SPSS Statistics, Digital mapping software, Geographic information system GIS systems, Adobe Acrobat, Database management systems, Audio editing software, Adobe Photoshop, Digital image collections",8.3,7.8,"Research, analyze, record, and interpret the past as recorded in sources, such as government and institutional records, newspapers and other periodicals, photographs, interviews, films, electronic media, and unpublished manuscripts, such as personal diaries and letters."
"Food Servers, Nonrestaurant_20","Food Servers, Nonrestaurant","Picis CareSuite, Microsoft Outlook, Microsoft Windows, Capital Codeworks MenuMax, Facebook, CBORD Nutrition Service Suite",8.09,9.7,"Serve food to individuals outside of a restaurant environment, such as in hotel rooms, hospital rooms, residential care facilities, or cars."
"Food Servers, Nonrestaurant_15","Food Servers, Nonrestaurant","Microsoft Windows, Facebook, Capital Codeworks MenuMax, Microsoft Office software, CBORD Nutrition Service Suite, Picis CareSuite",8.08,8.1,"Serve food to individuals outside of a restaurant environment, such as in hotel rooms, hospital rooms, residential care facilities, or cars."
Maids and Housekeeping Cleaners_3,Maids and Housekeeping Cleaners,"Blink, Computerized bed control system software, Computerized maintenance management system CMMS, Eko, Email software, Facebook, Inventory tracking software, Microsoft Excel, Microsoft Windows",8.41,8.7,"Perform any combination of light cleaning duties to maintain private households or commercial establishments, such as hotels and hospitals, in a clean and orderly manner. Duties may include making beds, replenishing linens, cleaning rooms and halls, and vacuuming."
File Clerks_8,File Clerks,"Microsoft Office software, Microsoft Windows, Microsoft Word, Electronic filing software, Microsoft SharePoint, Optical scanning software, Microsoft Outlook, Electronic health record EHR software, Microsoft Excel, Adobe Acrobat",8.27,7.1,"File correspondence, cards, invoices, receipts, and other records in alphabetical or numerical order or according to the filing system used. Locate and remove material from file when requested."
"Title Examiners, Abstractors, and Searchers_11","Title Examiners, Abstractors, and Searchers","File management software, GATORS ANYWHERE, Contact management software, Geographic information system GIS databases, RamQuest Total Solution, Property Insight TitlePoint, Data Trace Title IQ, Microsoft Office software, Microsoft Internet Explorer, Microsoft Word, First American Data Tree Parcel IQ, Microsoft Outlook, PropertyInfo SureClose, Adobe Acrobat, Microsoft PowerPoint, Landtitle USA, Microsoft Excel, Microsoft Windows, Microsoft Access",8.66,10.3,"Search real estate records, examine titles, or summarize pertinent legal or insurance documents or details for a variety of purposes. May compile lists of mortgages, contracts, and other instruments pertaining to titles by searching public and private records for law firms, real estate agencies, or title insurance companies."
"Elementary School Teachers, Except Special Education_6","Elementary School Teachers, Except Special Education","Kahoot!, Flipgrid, Microsoft Excel, Edpuzzle, ClassTag, ClassDojo, JamBoard, Microsoft PowerPoint, Google Drive, Blackboard software, Common Curriculum, Graphics software, Google Classroom",8.14,9.0,Teach academic and social skills to students at the elementary school level.
First-Line Supervisors of Housekeeping and Janitorial Workers_8,First-Line Supervisors of Housekeeping and Janitorial Workers,"Microsoft PowerPoint, Microsoft Outlook, Microsoft Excel, Computerized maintenance management system CMMS, Inventory tracking software, Facebook, Microsoft Project, Microsoft Word, SAP software, Computerized bed control system software, Email software, Help desk software, Facility use software, Microsoft Access",8.29,9.7,"Directly supervise and coordinate work activities of cleaning personnel in hotels, hospitals, offices, and other establishments."
"Maintenance Workers, Machinery_1","Maintenance Workers, Machinery","Web browser software, Database software, Microsoft Outlook, Microsoft PowerPoint, Microsoft Office software, Scheduling software",8.32,9.7,"Lubricate machinery, change parts, or perform other routine machinery maintenance."
Commercial Divers_17,Commercial Divers,"Remote operated vehicle ROV dive log software, Web browser software, Dynamic positioning DP software, Diving table software, Diving logbook software",8.43,9.4,"Work below surface of water, using surface-supplied air or scuba equipment to inspect, repair, remove, or install equipment and structures. May use a variety of power and hand tools, such as drills, sledgehammers, torches, and welding equipment. May conduct tests or experiments, rig explosives, or photograph structures or marine life."
Tour Guides and Escorts_1,Tour Guides and Escorts,"SmugMug Flickr, Adobe Photoshop, Centaur Systems Centaur Travel Business Management System TBMS, Microsoft Word, Microsoft Excel, IBS Software Services Tour Partner, Email software, Softrip Travel Software System, Microsoft Office software, Padlet, RBS GoTour Online, Facebook, Microsoft Access, TourTech Systems TourTools, Microsoft Outlook, Microsoft PowerPoint, Global positioning system GPS software, Apple Safari",8.45,7.6,"Escort individuals or groups on sightseeing tours or through places of interest, such as industrial establishments, public buildings, and art galleries."
"Coin, Vending, and Amusement Machine Servicers and Repairers_20","Coin, Vending, and Amusement Machine Servicers and Repairers","Microsoft Outlook, Microsoft Word, Web browser software, Email software, Microsoft PowerPoint, Inventory tracking software",8.42,9.5,"Install, service, adjust, or repair coin, vending, or amusement machines including video games, juke boxes, pinball machines, or slot machines."
File Clerks_3,File Clerks,"Adobe Acrobat, Electronic filing software, Electronic health record EHR software, Email software, Intuit QuickBooks, Microsoft Access, Microsoft Excel, Microsoft Office software, Microsoft Outlook, Microsoft PowerPoint, Microsoft SharePoint, Microsoft Windows, Microsoft Word, Optical scanning software",8.28,8.2,"File correspondence, cards, invoices, receipts, and other records in alphabetical or numerical order or according to the filing system used. Locate and remove material from file when requested."
"Cutters and Trimmers, Hand_19","Cutters and Trimmers, Hand","Microsoft Outlook, Microsoft Excel",8.48,11.2,"Use hand tools or hand-held power tools to cut and trim a variety of manufactured items, such as carpet, fabric, stone, glass, or rubber."
Fundraising Managers_15,Fundraising Managers,"Adobe Acrobat, Adobe After Effects, Adobe Creative Cloud software, Adobe Distiller, Adobe Dreamweaver, Adobe Illustrator, Adobe InDesign, Adobe PageMaker, Adobe Photoshop, Airtable, Apple Final Cut Pro, Apple iDVD, Apple iMovie, Blackbaud eTapestry, Blackbaud The Raiser's Edge, Corel WordPerfect Office Suite, Drupal, Facebook, FileMaker Pro, Flipgrid",8.25,9.1,"Plan, direct, or coordinate activities to solicit and maintain funds for special projects or nonprofit organizations."
"Janitors and Cleaners, Except Maids and Housekeeping Cleaners_11","Janitors and Cleaners, Except Maids and Housekeeping Cleaners","Squeegee, Microsoft Word, Eko",8.45,10.8,"Keep buildings in clean and orderly condition. Perform heavy cleaning duties, such as cleaning floors, shampooing rugs, washing walls and glass, and removing rubbish. Duties may include tending furnace and boiler, performing routine maintenance activities, notifying management of need for repairs, and cleaning snow or debris from sidewalk."
Team Assemblers_13,Team Assemblers,"Microsoft Word, SAP software, Microsoft Outlook, Autodesk AutoCAD, Microsoft Office software, Microsoft PowerPoint",8.26,10.2,"Work as part of a team having responsibility for assembling an entire product or component of a product. Team assemblers can perform all tasks conducted by the team in the assembly process and rotate through all or most of them, rather than being assigned to a specific task on a permanent basis. May participate in making management decisions affecting the work. Includes team leaders who work as part of the team."
Wellhead Pumpers_4,Wellhead Pumpers,"SAP software, Microsoft Outlook, Microsoft Word, Microsoft Excel, Moxa software, Supervisory control and data acquisition SCADA software",8.38,8.9,Operate power pumps and auxiliary equipment to produce flow of oil or gas from wells in oil field.
Postmasters and Mail Superintendents_20,Postmasters and Mail Superintendents,"Facility database software, Microsoft Excel, Payroll software, Microsoft Word, Vehicle management software, Collection Point Management System CPMS, Email software, Web Box Activity Tracing System WebBATS, Microsoft Outlook, Personnel management software, SAP software, Microsoft Windows, Microsoft PowerPoint",8.37,6.9,"Plan, direct, or coordinate operational, administrative, management, and support services of a U.S. post office; or coordinate activities of workers engaged in postal and related work in assigned post office."
Advertising Sales Agents_12,Advertising Sales Agents,"Microsoft Dynamics, Microsoft Excel, Canva, Adobe InDesign, Contact management software, Facebook, Adobe Creative Cloud software, Microsoft Publisher, FileMaker Pro, Microsoft Word, Google Analytics",8.45,6.6,"Sell or solicit advertising space, time, or media in publications, signage, TV, radio, or Internet establishments or public spaces."
Supply Chain Managers_8,Supply Chain Managers,"i2 Intelligence, IBM ILOG LogicNet Plus XE, Aldata Warehouse Management, Epicor WMS, Infor SCM, Infor Lawson Supply Chain Management, IBM ILOG Inventory Analyst, Graphics software, Adexa Supply Chain Planning, IBS MRP, i2 Supply Chain Visibility, Dex Warehouse, Epicor SRM, CDC Supply Chain, HighJump Warehouse Advantage, i2 Collaborative Supply Execution, IBS Supply Chain Management",8.19,8.5,"Direct or coordinate production, purchasing, warehousing, distribution, or financial forecasting services or activities to limit costs and improve accuracy, customer service, or safety. Examine existing procedures or opportunities for streamlining activities to meet product distribution needs. Direct the movement, storage, or processing of inventory."
"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive_1","Secretaries and Administrative Assistants, Except Legal, Medical, and Executive","Apache Hive, Apache Solr, Apache Hadoop, Adobe Dreamweaver, Airtable, Atlassian Confluence, Apache Cassandra, 3M Post-it App, Adobe InDesign, Appointment scheduling software, Adobe Acrobat, Adobe Illustrator, Apache HTTP Server, ADP Workforce Now, Apple macOS, Apache Tomcat, Apple Keynote, Apache Pig",8.33,8.8,"Perform routine administrative functions such as drafting correspondence, scheduling appointments, organizing and maintaining paper and electronic files, or providing information to callers."
"Transportation Vehicle, Equipment and Systems Inspectors, Except Aviation_12","Transportation Vehicle, Equipment and Systems Inspectors, Except Aviation","Microsoft Office software, Diagnostic scanner software, Structured query language SQL, ASPEN, Microsoft Word, Vehicle inspection databases, Microsoft Excel, Law enforcement database software",8.5,7.8,"Inspect and monitor transportation equipment, vehicles, or systems to ensure compliance with regulations and safety standards."
"Educational, Guidance, and Career Counselors and Advisors_8","Educational, Guidance, and Career Counselors and Advisors","ACT WorkKeys, Adobe Photoshop, Adobe ActionScript, Blackbaud The Raiser's Edge, Career Cruising, Blackboard software, Coin Educational Products Climb K-5 Online, ACT Discover, Blackboard Wimba, Career decision-making programs, Centers for Disease Control and Prevention Epi Info, Coin Educational Products Coin Jr., Career Dimensions Focus 2",8.33,9.8,Advise and assist students and provide educational and vocational guidance services.
Medical and Clinical Laboratory Technicians_12,Medical and Clinical Laboratory Technicians,"Microsoft Outlook, MEDITECH software, Medical system integration software, Microsoft Office software, Laboratory information system LIS, FileMaker Pro, Google Docs, Microsoft Excel, Email software, Database software, Microsoft PowerPoint, Hematology laboratory workflow management software, Electronic medical record EMR software, Data entry software, Commercial plate reader software, Medical digital imaging software, Microsoft Word, Billing software, Microscopic image capturing software",8.3,6.4,"Perform routine medical laboratory tests for the diagnosis, treatment, and prevention of disease. May work under the supervision of a medical technologist."
Manicurists and Pedicurists_13,Manicurists and Pedicurists,"Microsoft Excel, Customer information databases, Appointment Search, AppointmentQuest Online Appointment Scheduler, Aknaf ADVANTAGE Salon Software and Spa Software, DaySmart Software Appointment-Plus",8.36,10.0,Clean and shape customers' fingernails and toenails. May polish or decorate nails.
Landscape Architects_19,Landscape Architects,"Adobe Acrobat, Adobe Creative Cloud software, Adobe FreeHand MX, Adobe Illustrator, Adobe InDesign, Adobe Photoshop, Autodesk 3ds Max, Autodesk AutoCAD, Autodesk AutoCAD Civil 3D, Autodesk Revit, Bentley MicroStation, Corel CorelDraw Graphics Suite, Coyote Software DynaSCAPE Design, ESRI ArcGIS software, ESRI ArcView, Geographic information system GIS systems, Lumion, McNeel Rhinoceros 3D, Microsoft Access, Microsoft Excel",8.25,9.1,"Plan and design land areas for projects such as parks and other recreational facilities, airports, highways, hospitals, schools, land subdivisions, and commercial, industrial, and residential sites."
"Special Education Teachers, Secondary School_13","Special Education Teachers, Secondary School","Screen reader software, Text to speech software, Adobe Acrobat, Adobe InDesign, Adobe Illustrator, Facebook, Video editing software, Web browser software, Email software, Adobe Photoshop, Microsoft SharePoint, Microsoft Word, Microsoft Access",7.92,10.4,"Teach academic, social, and life skills to secondary school students with learning, emotional, or physical disabilities. Includes teachers who specialize and work with students who are blind or have visual impairments; students who are deaf or have hearing impairments; and students with intellectual disabilities."
Regulatory Affairs Specialists_16,Regulatory Affairs Specialists,"Microsoft Access, Atrion Intelligent Authoring, FileMaker Pro, Microsoft SharePoint, Human resource management software HRMS, LexisNexis, Healthcare common procedure coding system HCPCS, Medical procedure coding software, Fund accounting software, McAfee, Adobe Acrobat, Analyse-it, Microsoft Outlook, Microsoft Project, Microsoft Office software",8.26,8.9,"Coordinate and document internal regulatory processes, such as internal audits, inspections, license renewals, or registrations. May compile and prepare materials for submission to regulatory agencies."
Floral Designers_17,Floral Designers,"Web browser software, Microsoft PowerPoint, Supply ordering software, Inventory tracking software, Microsoft Outlook, Transaction accounting software, Microsoft Excel",8.28,8.1,"Design, cut, and arrange live, dried, or artificial flowers and foliage."
Cashiers_6,Cashiers,"ReliaSoft Prism, Electronic medical record EMR software, Mozilla Firefox, Microsoft Windows, Database software, Microsoft Office software, Microsoft Excel, Handheld computer device software",8.33,10.2,"Receive and disburse money in establishments other than financial institutions. May use electronic scanners, cash registers, or related equipment. May process credit or debit card transactions and validate checks."
Geothermal Technicians_13,Geothermal Technicians,"Thermal Dynamics Ground Loop Design GLD, Microsoft Excel, Geothermal Properties Measurement Tool, Autodesk AutoCAD, Distributed control system DCS, WaterFurnace International Ground Loop Design PREMIER, ClimateMaster GeoDesigner, Email software, Geographic information system GIS systems, Microsoft Word, Microsoft Outlook, Microsoft Office software, SAP software",8.26,10.4,"Perform technical activities at power plants or individual installations necessary for the generation of power from geothermal energy sources. Monitor and control operating activities at geothermal power generation facilities and perform maintenance and repairs as necessary. Install, test, and maintain residential and commercial geothermal heat pumps."
Mental Health and Substance Abuse Social Workers_2,Mental Health and Substance Abuse Social Workers,"Client records software, Adobe Acrobat, Microsoft Word, Corel WordPerfect Office Suite, Microsoft PowerPoint, Patient electronic medical record EMR software, Database software, Microsoft Publisher, Adobe PageMaker, Medical procedure coding software, Medical condition coding software, Information presentation software",8.29,10.6,"Assess and treat individuals with mental, emotional, or substance abuse problems, including abuse of alcohol, tobacco, and/or other drugs. Activities may include individual and group therapy, crisis intervention, case management, client advocacy, prevention, and education."
Water/Wastewater Engineers_5,Water/Wastewater Engineers,"Autodesk AutoCAD, Bentley WaterCAD, ESRI software, Computer aided design and drafting software CADD, ESRI ArcGIS software, Autodesk AutoCAD Civil 3D, Bentley StormCAD, Eagle Point LANDCADD, Geographic information system GIS software, Bentley GEOPAK Civil Engineering Suite, Bentley InRoads Suite, Geographic information system GIS systems, Bentley MicroStation, Business software applications, Bash",8.29,8.4,"Design or oversee projects involving provision of potable water, disposal of wastewater and sewage, or prevention of flood-related damage. Prepare environmental documentation for water resources, regulatory program compliance, data management and analysis, and field work. Perform hydraulic modeling and pipeline design."
Reinforcing Iron and Rebar Workers_1,Reinforcing Iron and Rebar Workers,"Application Software SHEAR, RebarWin",8.35,9.7,"Position and secure steel bars or mesh in concrete forms in order to reinforce concrete. Use a variety of fasteners, rod-bending machines, blowtorches, and hand tools. Includes rod busters."
Logging Equipment Operators_16,Logging Equipment Operators,"BCS Woodlands Systems The Logger Tracker, Microsoft Excel, Microsoft Word, SAP software, Microsoft Office software, Microsoft Outlook",8.16,7.0,"Drive logging tractor or wheeled vehicle equipped with one or more accessories, such as bulldozer blade, frontal shear, grapple, logging arch, cable winches, hoisting rack, or crane boom, to fell tree; to skid, load, unload, or stack logs; or to pull stumps or clear brush. Includes operating stand-alone logging machines, such as log chippers."
